,FCLTY_NM,LCLAS_NM,ZIP_NO,FCLTY_ROAD_NM_ADDR,lat,lon,OPTN_DC,ADIT_DC,AREA
123,우리동네북카페,북카페,14639.0,경기도 부천시 부흥로424번길 25,37.48741278,126.7870856,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",경기
124,즐거운다락방부천시청점,만화방,14549.0,경기도 부천시 석천로177번길 24,37.50358204,126.7616222,만화카페,"화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
125,놀숲 부천중동점,만화방,14546.0,경기도 부천시 석천로177번길 29,37.50325939,126.7613828,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
126,카페동네 여월동점,카페,14462.0,경기도 부천시 성곡로 68-5,37.51961063,126.7975241,모던형의 카페로 다양한 쇼파와 서적을 갖추어 젊은층의 휴식과 학습의 공간,"카페 : 있음, 리뷰여부 : 있음",경기
127,비북스,일반서점,13504.0,경기도 성남시 분당구 매화로48번길 12-2,37.41166348,127.1349834,"""독립서점""된 테마형 서가를 운영. 큐레이션 책방","카페 : 있음, 리뷰여부 : 있음",경기
128,영풍문고 분당 서현점,일반서점,13591.0,경기도 성남시 분당구 분당로 55 분당 퍼스트타워 지하 1층,37.38302718,127.1214832,다양한 국내외도서 취급,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
129,놀숲 분당서현점,만화방,13591.0,경기도 성남시 분당구 분당로53번길 15 지하1층,37.38435596,127.1219813,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
130,스마트워크서점,일반서점,13636.0,경기도 성남시 분당구 성남대로43번길 10 하나EZ타워,37.34002835,127.1078146,-,"주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경기
131,카툰트리,북카페,13506.0,경기도 성남시 분당구 성남대로926번길 10 탑빌딩 B1,37.41257273,127.1298924,"3만권의 카툰, 웹툰, 소설 등 다양한 책 보유","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
132,키즈베네북카페,북카페,13536.0,경기도 성남시 분당구 판교역로18번길 22 1층,37.38571188,127.1109953,해리포터를 출간한 미국 교육출파그룹 서적을 기반으로 원어민 영어선생님과 자연스럽게 대화하고 퀴즈도 푸는 프로그램,"주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경기
133,태평4동 북카페,북카페,13279.0,경기도 성남시 수정구 남문로 134,37.44770115,127.1414857,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",경기
134,놀숲 성남동서울대점,만화방,13118.0,경기도 성남시 수정구 복정로 57 4층,37.45812542,127.1265649,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","카페 : 있음, 리뷰여부 : 있음",경기
135,놀숲 위례신도시점,만화방,13640.0,경기도 성남시 수정구 위례광장로 322 4층,37.47177121,127.1426515,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
136,놀숲 위례역점,만화방,13646.0,경기도 성남시 수정구 위례광장로 9-10 아롬타워 5층,37.46489781,127.1406516,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
137,성남시청하늘북카페,북카페,13437.0,경기도 성남시 중원구 성남대로 997,37.42017798,127.1262802,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",경기
138,맛있는 음식책방 눈누난나,독립서점,16624.0,경기도 수원시 권선구 매송고색로711번길 26,37.25239721,126.981529,음식관련 책과 빵과 음식관련 소품을 판매하는 서점,카페 : 있음,경기
139,책발전소 광교,북카페,16514.0,경기도 수원시 영통구 광교호수공원로 80,37.27457631,127.0603987,책과 커피가 있는 복합문화공간,"카페 : 있음, 리뷰여부 : 있음",경기
140,놀숲 수원경기대점,만화방,16226.0,경기도 수원시 영통구 대학로 16 4층,37.29798736,127.0424656,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
141,매여울북카페,북카페,16524.0,경기도 수원시 영통구 매여울로10번길 14-6,37.27114383,127.0480308,-,카페 : 있음,경기
142,꽃길책길,독립서점,16538.0,경기도 수원시 영통구 매영로 10 삼성2차아파트 상가210호 꽃길책길,37.26944782,127.0441412,"""독립서점""출판물과 커피를 파는 ""독립서점""책방","카페 : 있음, 리뷰여부 : 있음",경기
143,정글북영통점,북카페,16702.0,경기도 수원시 영통구 매영로 424,37.24850731,127.0778887,독서활동장소,카페 : 있음,경기
144,드림북카페,북카페,16521.0,경기도 수원시 영통구 삼성로267번길 2,37.26596431,127.0630555,교회 안에 위치하는 북카페,카페 : 있음,경기
145,나무아래책방,독립서점,16509.0,경기도 수원시 영통구 에듀타운로 101 에듀하임오피스텔 108동 B103호,37.28882555,127.0456052,"영어 원서, 일반출판물 및 ""독립서점""출판물 판매, 영어독서모임 등","주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경기
146,서른책방,북카페,16690.0,경기도 수원시 영통구 영통로174번길 79,37.24380037,127.0597862,서른이 된 친구들이 만든 조그만 책방겸 카페,"주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경기
147,오손도손,독립서점,16313.0,경기도 수원시 장안구 수성로303번길 3 301호,37.29153458,127.0052279,100% 예약제 다양한 클래스와 모임 진행중,"카페 : 있음, 리뷰여부 : 있음",경기
148,놀숲 수원성대점,만화방,16417.0,경기도 수원시 장안구 화산로213번길 23,37.29862817,126.972526,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
149,놀숲 수원역점,만화방,16455.0,경기도 수원시 팔달구 덕영대로 909 3층,37.26768512,127.0007196,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
150,북카페 AK플라자 수원점,북카페,16622.0,경기도 수원시 팔달구 덕영대로 924,37.26731261,126.9997663,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",경기
151,책먹는돼지,일반서점,16246.0,경기도 수원시 팔달구 세지로 300 1층,37.27794172,127.0239382,"30년간 수집한 돼지와 평생을 함께한 책, 따듯한 차를 나누는 곳","카페 : 있음, 리뷰여부 : 있음",경기
152,북카페 요기,만화방,16497.0,경기도 수원시 팔달구 아주로 37 302호,37.27822745,127.043549,독서활동장소,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
153,그린북카페,북카페,16422.0,경기도 수원시 팔달구 일월로22번길 23,37.28627886,126.9811458,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",경기
154,브로콜리숲,독립서점,16251.0,경기도 수원시 팔달구 화서문로32번길 21-10 2층,37.28426491,127.0125595,"""독립서점""출판물을 취급하는 전문서점","카페 : 있음, 리뷰여부 : 있음",경기
155,놀숲 수원인계점,만화방,16490.0,경기도 수원시 팔달구 효원로265번길 40 용화빌딩,37.26379916,127.0316293,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
156,놀숲 시흥장현가온신도시점,만화방,14995.0,경기도 시흥시 능곡로 188 효창프라자 2층,37.36839003,126.8103662,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경기
157,놀숲 시흥은행점,만화방,14917.0,경기도 시흥시 대은로 94 4층,37.4450598,126.7988378,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
158,월곶동책한송이,북카페,14963.0,경기도 시흥시 월곶해안로 111 월곶동책한송이,37.38900737,126.7343408,"첵과 꽃이 있는 카페, 서점과 꽃집이 없던 동네에서 책과 꽃을 통해 작은 사치를 즐길 수 있는 문화를 생성","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
159,북카페 베소라,북카페,15066.0,경기도 시흥시 중심상가4길 10 5층,37.34447703,126.7382515,독서활동장소,"화장실 남녀구분 : 구분, 카페 : 있음",경기
160,콩툰 안산중앙점,북카페,15360.0,경기도 안산시 단원구 예술대학로 17 중앙노블레스빌딩 4층 콩툰만화카페,37.31869128,126.8365182,"소방시설 관련해서 고객의 안전과 직결되는 중요한 부분에 있어 완벽하게 설계 완료, 다양한 종류의 만화책과 카페메뉴 구비","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
161,토닥토닥괜찮아,일반서점,15445.0,경기도 안산시 단원구 초지로 118 대일타운,37.30940596,126.8153395,-,"카페 : 있음, 리뷰여부 : 있음",경기
162,콩툰 안산한대점,북카페,15494.0,경기도 안산시 상록구 광덕1로 375 강우빌딩 4층,37.30844603,126.8509523,"소방시설 관련해서 고객의 안전과 직결되는 중요한 부분에 있어 완벽하게 설계 완료, 다양한 종류의 만화책과 카페메뉴 구비","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
163,무늬책방,북카페,15589.0,경기도 안산시 상록구 네고지3길 12,37.29690379,126.8499077,"책과 꽃, 커피를 파는 공간","카페 : 있음, 리뷰여부 : 있음",경기
164,즐거운다락방,북카페,15539.0,경기도 안산시 상록구 샘골로 149 2층,37.29720525,126.8628606,"일반 카페처럼 너무 시끄럽고 복잡하지도 않고, 너무 조용하고 엄숙하지 않은 편안한 분위기","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
165,마을상점생활관,일반서점,15489.0,경기도 안산시 상록구 이동공원로 35 1층,37.31357428,126.8564338,복합문화공간,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 헌책방 : 있음, 리뷰여부 : 있음",경기
166,다즐링북스,일반서점,17570.0,경기도 안성시 비룡6길 13-8 보보스 1층,37.01331963,127.2610769,"안성 동네 책방, 카페","카페 : 있음, 리뷰여부 : 있음",경기
167,놀숲 평촌학원가점,만화방,14103.0,경기도 안양시 동안구 평촌대로 140 5층,37.38475373,126.9600003,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
168,놀숲 안양범계역점,만화방,14072.0,경기도 안양시 동안구 평촌대로223번길 28 5층,37.39114062,126.9540207,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
169,북앤빅뱅 안양점,만화방,13992.0,경기도 안양시 만안구 안양로292번길 3,37.39862457,126.922072,"안양1번가 위치 100평 만화카페, 도서대여점, 도서 7만권 소장","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
170,놀숲 안양1번가점,만화방,13992.0,경기도 안양시 만안구 안양로314번길 10,37.40014362,126.9209594,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
171,YE북카페,북카페,13996.0,경기도 안양시 만안구 장내로140번길 11-9,37.3977984,126.9236282,-,"카페 : 있음, 리뷰여부 : 있음",경기
172,놀숲 양주옥정점,만화방,11473.0,경기도 양주시 회천남로 92 센타프라자 3층,37.81856917,127.0922097,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
173,수필가와하늘빛목화밭,일반서점,12542.0,경기도 양평군 지평면 노곡길 80-7,37.44834328,127.6956508,"수필을 다루는 문학서점, 입장료 10000","카페 : 있음, 리뷰여부 : 있음",경기
174,book&more,일반서점,18140.0,경기도 오산시 경기대로 214 1층 북엔모어,37.14387646,127.073755,"책과 커피와 티와 술이 있는 공간, ""인문서적"" 소설책 책모임","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
175,놀숲 오산세교점,만화방,18114.0,경기도 오산시 내삼미로79번길 31 2층,37.17070728,127.0645367,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
176,책방 사이에서,일반서점,16979.0,경기도 용인시 기흥구 갈곡로8번길 4-13 102호,37.27096794,127.1301073,"서점, 인문학, 커피, 용인서점","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
