,월,지역,연령,성별,회원수,대출건수,독서량
504,2,인천광역시,영유아(0-5),남자,1364,112,12.179
505,2,인천광역시,영유아(0-5),여자,880,116,7.586
506,2,인천광역시,유아(6-7),남자,1093,156,7.006
507,2,인천광역시,유아(6-7),여자,1319,187,7.053
508,2,인천광역시,초등(8-13),남자,7674,1095,7.008
509,2,인천광역시,초등(8-13),여자,6777,1059,6.399
510,2,인천광역시,청소년(14-19),남자,2751,702,3.919
511,2,인천광역시,청소년(14-19),여자,4208,1088,3.868
512,2,인천광역시,20대,남자,3326,1046,3.18
513,2,인천광역시,20대,여자,6517,1973,3.303
514,2,인천광역시,30대,남자,5074,1200,4.228
515,2,인천광역시,30대,여자,13731,2630,5.221
516,2,인천광역시,40대,남자,11689,2232,5.237
517,2,인천광역시,40대,여자,18803,3724,5.049
518,2,인천광역시,50대,남자,6286,1302,4.828
519,2,인천광역시,50대,여자,6149,1383,4.446
520,2,인천광역시,60대이상,남자,5418,1003,5.402
521,2,인천광역시,60대이상,여자,3018,580,5.203
522,2,전라남도,영유아(0-5),남자,1346,94,14.319
523,2,전라남도,영유아(0-5),여자,793,76,10.434
524,2,전라남도,유아(6-7),남자,2119,198,10.702
525,2,전라남도,유아(6-7),여자,2012,169,11.905
526,2,전라남도,초등(8-13),남자,13181,1355,9.728
527,2,전라남도,초등(8-13),여자,13652,1477,9.243
528,2,전라남도,청소년(14-19),남자,3765,900,4.183
529,2,전라남도,청소년(14-19),여자,6771,1502,4.508
530,2,전라남도,20대,남자,3972,982,4.045
531,2,전라남도,20대,여자,6783,1601,4.237
532,2,전라남도,30대,남자,8738,1233,7.087
533,2,전라남도,30대,여자,25212,3049,8.269
534,2,전라남도,40대,남자,18752,2337,8.024
535,2,전라남도,40대,여자,32083,4077,7.869
536,2,전라남도,50대,남자,7209,1218,5.919
537,2,전라남도,50대,여자,8506,1462,5.818
538,2,전라남도,60대이상,남자,7069,1035,6.83
539,2,전라남도,60대이상,여자,3552,562,6.32
540,2,전라북도,영유아(0-5),남자,1365,141,9.681
541,2,전라북도,영유아(0-5),여자,1259,133,9.466
542,2,전라북도,유아(6-7),남자,1773,168,10.554
543,2,전라북도,유아(6-7),여자,1551,154,10.071
544,2,전라북도,초등(8-13),남자,7003,855,8.191
545,2,전라북도,초등(8-13),여자,7822,875,8.939
546,2,전라북도,청소년(14-19),남자,2392,551,4.341
547,2,전라북도,청소년(14-19),여자,3201,783,4.088
548,2,전라북도,20대,남자,3022,617,4.898
549,2,전라북도,20대,여자,3865,995,3.884
550,2,전라북도,30대,남자,4165,664,6.273
551,2,전라북도,30대,여자,11870,1672,7.099
552,2,전라북도,40대,남자,9118,1280,7.123
553,2,전라북도,40대,여자,13520,2050,6.595
554,2,전라북도,50대,남자,2989,580,5.153
555,2,전라북도,50대,여자,3285,674,4.874
556,2,전라북도,60대이상,남자,3518,627,5.611
557,2,전라북도,60대이상,여자,2427,405,5.993
558,2,제주특별자치도,영유아(0-5),남자,1063,126,8.437
559,2,제주특별자치도,영유아(0-5),여자,902,110,8.2
560,2,제주특별자치도,유아(6-7),남자,1872,232,8.069
561,2,제주특별자치도,유아(6-7),여자,1867,217,8.604
562,2,제주특별자치도,초등(8-13),남자,8648,1161,7.449
563,2,제주특별자치도,초등(8-13),여자,8776,1179,7.444
564,2,제주특별자치도,청소년(14-19),남자,2306,504,4.575
565,2,제주특별자치도,청소년(14-19),여자,3085,729,4.232
566,2,제주특별자치도,20대,남자,1578,437,3.611
567,2,제주특별자치도,20대,여자,3261,833,3.915
568,2,제주특별자치도,30대,남자,5083,869,5.849
569,2,제주특별자치도,30대,여자,12486,2061,6.058
570,2,제주특별자치도,40대,남자,12168,1915,6.354
571,2,제주특별자치도,40대,여자,20079,3183,6.308
572,2,제주특별자치도,50대,남자,4678,838,5.582
573,2,제주특별자치도,50대,여자,5038,945,5.331
574,2,제주특별자치도,60대이상,남자,3151,570,5.528
575,2,제주특별자치도,60대이상,여자,2463,403,6.112
576,2,충청남도,영유아(0-5),남자,2980,325,9.169
577,2,충청남도,영유아(0-5),여자,2526,283,8.926
578,2,충청남도,유아(6-7),남자,4210,437,9.634
579,2,충청남도,유아(6-7),여자,3430,362,9.475
580,2,충청남도,초등(8-13),남자,17468,1770,9.869
581,2,충청남도,초등(8-13),여자,17942,1858,9.657
582,2,충청남도,청소년(14-19),남자,4658,967,4.817
583,2,충청남도,청소년(14-19),여자,6457,1359,4.751
584,2,충청남도,20대,남자,3268,846,3.863
585,2,충청남도,20대,여자,5994,1539,3.895
586,2,충청남도,30대,남자,10322,1472,7.012
587,2,충청남도,30대,여자,28512,3651,7.809
588,2,충청남도,40대,남자,23770,2964,8.02
589,2,충청남도,40대,여자,36136,4784,7.554
590,2,충청남도,50대,남자,7359,1228,5.993
591,2,충청남도,50대,여자,7085,1316,5.384
592,2,충청남도,60대이상,남자,5237,778,6.731
593,2,충청남도,60대이상,여자,2884,425,6.786
594,2,충청북도,영유아(0-5),남자,3004,255,11.78
595,2,충청북도,영유아(0-5),여자,3007,236,12.742
596,2,충청북도,유아(6-7),남자,4277,341,12.543
597,2,충청북도,유아(6-7),여자,3531,300,11.77
598,2,충청북도,초등(8-13),남자,18467,1826,10.113
599,2,충청북도,초등(8-13),여자,18128,1791,10.122
600,2,충청북도,청소년(14-19),남자,5070,1058,4.792
601,2,충청북도,청소년(14-19),여자,8001,1660,4.82
602,2,충청북도,20대,남자,4221,918,4.598
603,2,충청북도,20대,여자,7632,1673,4.562
604,2,충청북도,30대,남자,10225,1394,7.335
605,2,충청북도,30대,여자,29976,3545,8.456
606,2,충청북도,40대,남자,23537,2645,8.899
607,2,충청북도,40대,여자,37383,4604,8.12
608,2,충청북도,50대,남자,8069,1217,6.63
609,2,충청북도,50대,여자,9136,1447,6.314
610,2,충청북도,60대이상,남자,6397,934,6.849
611,2,충청북도,60대이상,여자,5055,676,7.478
612,3,강원도,영유아(0-5),남자,97,17,5.706
613,3,강원도,영유아(0-5),여자,103,16,6.438
614,3,강원도,유아(6-7),남자,131,31,4.226
615,3,강원도,유아(6-7),여자,123,25,4.92
616,3,강원도,초등(8-13),남자,928,188,4.936
617,3,강원도,초등(8-13),여자,1249,251,4.976
618,3,강원도,청소년(14-19),남자,383,130,2.946
619,3,강원도,청소년(14-19),여자,550,191,2.88
620,3,강원도,20대,남자,273,78,3.5
621,3,강원도,20대,여자,815,277,2.942
622,3,강원도,30대,남자,840,191,4.398
623,3,강원도,30대,여자,2535,610,4.156
624,3,강원도,40대,남자,1509,352,4.287
625,3,강원도,40대,여자,3825,943,4.056
626,3,강원도,50대,남자,597,155,3.852
627,3,강원도,50대,여자,1018,274,3.715
628,3,강원도,60대이상,남자,535,140,3.821
629,3,강원도,60대이상,여자,270,74,3.649
630,3,경기도,영유아(0-5),남자,4185,440,9.511
631,3,경기도,영유아(0-5),여자,5266,455,11.574
632,3,경기도,유아(6-7),남자,8131,837,9.714
633,3,경기도,유아(6-7),여자,8155,761,10.716
634,3,경기도,초등(8-13),남자,39211,4314,9.089
635,3,경기도,초등(8-13),여자,41489,4527,9.165
636,3,경기도,청소년(14-19),남자,9537,1931,4.939
637,3,경기도,청소년(14-19),여자,13549,3079,4.4
638,3,경기도,20대,남자,6320,1886,3.351
639,3,경기도,20대,여자,15519,4918,3.156
640,3,경기도,30대,남자,15331,2780,5.515
641,3,경기도,30대,여자,52688,8438,6.244
642,3,경기도,40대,남자,55166,7828,7.047
643,3,경기도,40대,여자,105800,16624,6.364
644,3,경기도,50대,남자,15861,3152,5.032
645,3,경기도,50대,여자,18566,4040,4.596
646,3,경기도,60대이상,남자,10209,1817,5.619
647,3,경기도,60대이상,여자,7536,1278,5.897
648,3,경상남도,영유아(0-5),남자,764,105,7.276
649,3,경상남도,영유아(0-5),여자,718,108,6.648
650,3,경상남도,유아(6-7),남자,1049,149,7.04
651,3,경상남도,유아(6-7),여자,1078,143,7.538
652,3,경상남도,초등(8-13),남자,3988,608,6.559
653,3,경상남도,초등(8-13),여자,4174,639,6.532
654,3,경상남도,청소년(14-19),남자,827,223,3.709
655,3,경상남도,청소년(14-19),여자,1852,454,4.079
656,3,경상남도,20대,남자,632,190,3.326
657,3,경상남도,20대,여자,1971,567,3.476
658,3,경상남도,30대,남자,1619,297,5.451
659,3,경상남도,30대,여자,11212,1479,7.581
660,3,경상남도,40대,남자,5012,732,6.847
661,3,경상남도,40대,여자,14720,2279,6.459
662,3,경상남도,50대,남자,1277,229,5.576
663,3,경상남도,50대,여자,1743,371,4.698
664,3,경상남도,60대이상,남자,660,140,4.714
665,3,경상남도,60대이상,여자,565,101,5.594
666,3,경상북도,영유아(0-5),남자,136,27,5.037
667,3,경상북도,영유아(0-5),여자,140,29,4.828
668,3,경상북도,유아(6-7),남자,253,48,5.271
669,3,경상북도,유아(6-7),여자,185,35,5.286
670,3,경상북도,초등(8-13),남자,1314,254,5.173
671,3,경상북도,초등(8-13),여자,1077,238,4.525
672,3,경상북도,청소년(14-19),남자,331,107,3.093
673,3,경상북도,청소년(14-19),여자,688,219,3.142
674,3,경상북도,20대,남자,345,87,3.966
675,3,경상북도,20대,여자,737,230,3.204
676,3,경상북도,30대,남자,698,163,4.282
677,3,경상북도,30대,여자,2688,579,4.642
678,3,경상북도,40대,남자,1496,346,4.324
679,3,경상북도,40대,여자,4053,902,4.493
680,3,경상북도,50대,남자,392,115,3.409
681,3,경상북도,50대,여자,627,171,3.667
682,3,경상북도,60대이상,남자,265,65,4.077
683,3,경상북도,60대이상,여자,151,40,3.775
684,3,광주광역시,영유아(0-5),남자,68,12,5.667
685,3,광주광역시,영유아(0-5),여자,122,17,7.176
686,3,광주광역시,유아(6-7),남자,179,30,5.967
687,3,광주광역시,유아(6-7),여자,164,25,6.56
688,3,광주광역시,초등(8-13),남자,615,115,5.348
689,3,광주광역시,초등(8-13),여자,830,165,5.03
690,3,광주광역시,청소년(14-19),남자,114,39,2.923
691,3,광주광역시,청소년(14-19),여자,349,105,3.324
692,3,광주광역시,20대,남자,215,65,3.308
693,3,광주광역시,20대,여자,720,240,3.0
694,3,광주광역시,30대,남자,508,130,3.908
695,3,광주광역시,30대,여자,1961,433,4.529
696,3,광주광역시,40대,남자,1321,253,5.221
697,3,광주광역시,40대,여자,3267,718,4.55
698,3,광주광역시,50대,남자,276,68,4.059
699,3,광주광역시,50대,여자,465,154,3.019
700,3,광주광역시,60대이상,남자,261,72,3.625
701,3,광주광역시,60대이상,여자,194,48,4.042
702,3,대구광역시,영유아(0-5),남자,95,16,5.938
703,3,대구광역시,영유아(0-5),여자,49,11,4.455
704,3,대구광역시,유아(6-7),남자,111,23,4.826
705,3,대구광역시,유아(6-7),여자,93,19,4.895
706,3,대구광역시,초등(8-13),남자,520,104,5.0
707,3,대구광역시,초등(8-13),여자,576,122,4.721
708,3,대구광역시,청소년(14-19),남자,137,48,2.854
709,3,대구광역시,청소년(14-19),여자,230,75,3.067
710,3,대구광역시,20대,남자,327,57,5.737
711,3,대구광역시,20대,여자,420,150,2.8
712,3,대구광역시,30대,남자,277,81,3.42
713,3,대구광역시,30대,여자,1475,328,4.497
714,3,대구광역시,40대,남자,763,165,4.624
715,3,대구광역시,40대,여자,2390,504,4.742
716,3,대구광역시,50대,남자,134,37,3.622
717,3,대구광역시,50대,여자,304,80,3.8
718,3,대구광역시,60대이상,남자,128,27,4.741
719,3,대구광역시,60대이상,여자,86,20,4.3
720,3,대전광역시,영유아(0-5),남자,214,31,6.903
721,3,대전광역시,영유아(0-5),여자,113,23,4.913
722,3,대전광역시,유아(6-7),남자,336,60,5.6
723,3,대전광역시,유아(6-7),여자,414,65,6.369
724,3,대전광역시,초등(8-13),남자,1940,367,5.286
725,3,대전광역시,초등(8-13),여자,1726,366,4.716
726,3,대전광역시,청소년(14-19),남자,373,128,2.914
727,3,대전광역시,청소년(14-19),여자,691,185,3.735
728,3,대전광역시,20대,남자,231,60,3.85
729,3,대전광역시,20대,여자,553,157,3.522
730,3,대전광역시,30대,남자,572,107,5.346
731,3,대전광역시,30대,여자,2052,443,4.632
732,3,대전광역시,40대,남자,1936,411,4.71
733,3,대전광역시,40대,여자,4051,891,4.547
734,3,대전광역시,50대,남자,415,107,3.879
735,3,대전광역시,50대,여자,734,189,3.884
736,3,대전광역시,60대이상,남자,220,55,4.0
737,3,대전광역시,60대이상,여자,426,70,6.086
738,3,부산광역시,영유아(0-5),남자,1134,98,11.571
739,3,부산광역시,영유아(0-5),여자,300,57,5.263
740,3,부산광역시,유아(6-7),남자,825,126,6.548
741,3,부산광역시,유아(6-7),여자,925,146,6.336
742,3,부산광역시,초등(8-13),남자,3984,692,5.757
743,3,부산광역시,초등(8-13),여자,3893,701,5.553
744,3,부산광역시,청소년(14-19),남자,756,238,3.176
745,3,부산광역시,청소년(14-19),여자,1516,473,3.205
746,3,부산광역시,20대,남자,806,246,3.276
747,3,부산광역시,20대,여자,2061,672,3.067
748,3,부산광역시,30대,남자,1996,362,5.514
749,3,부산광역시,30대,여자,5715,1312,4.356
750,3,부산광역시,40대,남자,4798,1042,4.605
751,3,부산광역시,40대,여자,10920,2421,4.511
752,3,부산광역시,50대,남자,1438,393,3.659
753,3,부산광역시,50대,여자,2283,599,3.811
754,3,부산광역시,60대이상,남자,1153,310,3.719
755,3,부산광역시,60대이상,여자,881,204,4.319
756,3,서울특별시,영유아(0-5),남자,1244,162,7.679
757,3,서울특별시,영유아(0-5),여자,1321,168,7.863
758,3,서울특별시,유아(6-7),남자,2442,338,7.225
759,3,서울특별시,유아(6-7),여자,2981,308,9.679
760,3,서울특별시,초등(8-13),남자,9589,1634,5.868
761,3,서울특별시,초등(8-13),여자,10856,1847,5.878
762,3,서울특별시,청소년(14-19),남자,2090,599,3.489
763,3,서울특별시,청소년(14-19),여자,3304,959,3.445
764,3,서울특별시,20대,남자,1885,617,3.055
765,3,서울특별시,20대,여자,5595,1977,2.83
766,3,서울특별시,30대,남자,5821,1102,5.282
767,3,서울특별시,30대,여자,17930,3896,4.602
768,3,서울특별시,40대,남자,15767,3094,5.096
769,3,서울특별시,40대,여자,35528,7768,4.574
770,3,서울특별시,50대,남자,3991,1003,3.979
771,3,서울특별시,50대,여자,5835,1601,3.645
772,3,서울특별시,60대이상,남자,2646,602,4.395
773,3,서울특별시,60대이상,여자,2633,586,4.493
774,3,세종특별자치시,영유아(0-5),남자,0,0,
775,3,세종특별자치시,영유아(0-5),여자,0,0,
776,3,세종특별자치시,유아(6-7),남자,0,0,
777,3,세종특별자치시,유아(6-7),여자,0,0,
778,3,세종특별자치시,초등(8-13),남자,52,1,52.0
779,3,세종특별자치시,초등(8-13),여자,3,1,3.0
780,3,세종특별자치시,청소년(14-19),남자,1,1,1.0
781,3,세종특별자치시,청소년(14-19),여자,0,0,
782,3,세종특별자치시,20대,남자,0,0,
783,3,세종특별자치시,20대,여자,0,0,
784,3,세종특별자치시,30대,남자,0,0,
785,3,세종특별자치시,30대,여자,14,2,7.0
786,3,세종특별자치시,40대,남자,8,2,4.0
787,3,세종특별자치시,40대,여자,10,2,5.0
788,3,세종특별자치시,50대,남자,16,2,8.0
789,3,세종특별자치시,50대,여자,6,1,6.0
790,3,세종특별자치시,60대이상,남자,3,1,3.0
791,3,세종특별자치시,60대이상,여자,0,0,
792,3,울산광역시,영유아(0-5),남자,305,48,6.354
793,3,울산광역시,영유아(0-5),여자,637,81,7.864
794,3,울산광역시,유아(6-7),남자,509,73,6.973
795,3,울산광역시,유아(6-7),여자,1020,128,7.969
796,3,울산광역시,초등(8-13),남자,3363,450,7.473
797,3,울산광역시,초등(8-13),여자,4842,642,7.542
798,3,울산광역시,청소년(14-19),남자,747,188,3.973
799,3,울산광역시,청소년(14-19),여자,1272,339,3.752
800,3,울산광역시,20대,남자,408,115,3.548
801,3,울산광역시,20대,여자,937,275,3.407
802,3,울산광역시,30대,남자,1485,252,5.893
803,3,울산광역시,30대,여자,5500,894,6.152
804,3,울산광역시,40대,남자,3711,600,6.185
805,3,울산광역시,40대,여자,9186,1529,6.008
806,3,울산광역시,50대,남자,631,138,4.572
807,3,울산광역시,50대,여자,1338,312,4.288
808,3,울산광역시,60대이상,남자,550,101,5.446
809,3,울산광역시,60대이상,여자,769,116,6.629
810,3,인천광역시,영유아(0-5),남자,95,11,8.636
811,3,인천광역시,영유아(0-5),여자,99,13,7.615
812,3,인천광역시,유아(6-7),남자,169,20,8.45
813,3,인천광역시,유아(6-7),여자,206,18,11.444
814,3,인천광역시,초등(8-13),남자,757,123,6.154
815,3,인천광역시,초등(8-13),여자,924,156,5.923
816,3,인천광역시,청소년(14-19),남자,420,98,4.286
817,3,인천광역시,청소년(14-19),여자,820,223,3.677
818,3,인천광역시,20대,남자,406,138,2.942
819,3,인천광역시,20대,여자,1352,384,3.521
820,3,인천광역시,30대,남자,711,159,4.472
821,3,인천광역시,30대,여자,6364,762,8.352
822,3,인천광역시,40대,남자,1562,288,5.424
823,3,인천광역시,40대,여자,8687,1119,7.763
824,3,인천광역시,50대,남자,342,102,3.353
825,3,인천광역시,50대,여자,928,218,4.257
826,3,인천광역시,60대이상,남자,409,64,6.391
827,3,인천광역시,60대이상,여자,456,73,6.247
828,3,전라남도,영유아(0-5),남자,70,8,8.75
829,3,전라남도,영유아(0-5),여자,138,17,8.118
830,3,전라남도,유아(6-7),남자,209,30,6.967
831,3,전라남도,유아(6-7),여자,130,22,5.909
832,3,전라남도,초등(8-13),남자,1114,177,6.294
833,3,전라남도,초등(8-13),여자,1206,207,5.826
834,3,전라남도,청소년(14-19),남자,355,108,3.287
835,3,전라남도,청소년(14-19),여자,779,261,2.985
836,3,전라남도,20대,남자,288,88,3.273
837,3,전라남도,20대,여자,883,283,3.12
838,3,전라남도,30대,남자,712,155,4.594
